Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
zk1okm,25-34 years old,2,"at the office, at home",TRUE,TRUE,FALSE,FALSE,FALSE,other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,aeropress,NA,NA,NA,NA,NA,NA,NA,NA,regular drip coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,medium,medium,full caffeine,4,3,4,4,tea/juice,2,3,4,heaviest feel,3,3,3,"lighter, scored differently hot vs cold",3,2,4,scored differently hot vs cold,coffee b,coffee d,coffee d,i do a mix of both,$20-$40,"i need the caffeine, it tastes good",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,no,$6-$8,$15-$20,NA,$100-$300,yes,male,NA,NA,white/caucasian,NA,employed full-time,1,no affiliation
24dylp,18-24 years old,1,"at home, at a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cappuccino,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutty,medium,medium,full caffeine,7,3,3,5,"watery, butterscotch, twiggy",4,1,2,NA,2,2,4,tastes like a hike,1,5,4,slimy,coffee a,coffee a,coffee a,i primarily work in person,<$20,other,FALSE,FALSE,FALSE,FALSE,TRUE,i enjoy the process of making coffee,yes,yes,$10-$15,more than $20,yes,$100-$300,yes,non-binary,NA,high school graduate,white/caucasian,NA,employed full-time,none,no affiliation
qaoanl,25-34 years old,2,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"pour over, cold brew, other",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,aeropress,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bright,very strong,light,full caffeine,8,2,4,5,"tea-like, deep and complex flavor that evolved dramatically as it cooled",4,2,2,"'classic' 'brown' taste, too dark for me, partner who shared with me preferred this 2nd overall though",4,2,3,"well balanced blend, could see myself enjoying this as a milk based espresso drink",2,5,5,"anaerobic coffees are so hit or miss, this one was a wonderful juice bomb.  hope to share it with friends!",coffee a,coffee a,coffee a,i primarily work from home,$40-$60,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,yes,$10-$15,more than $20,no,$500-$1000,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
kmazgk,45-54 years old,more than 4,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"pour over, coffee brewing machine (e.g. mr. coffee), instant coffee, cold brew",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,americano,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,somewhat strong,medium,full caffeine,7,1,4,3,NA,3,1,4,NA,2,2,5,NA,1,4,2,NA,coffee c,coffee a,coffee c,i primarily work in person,$20-$40,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,yes,$8-$10,$4-$6,yes,"more than $1,000",yes,male,NA,high school graduate,white/caucasian,NA,employed full-time,3,republican
24dyob,25-34 years old,2,at home,TRUE,FALSE,FALSE,FALSE,FALSE,espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cortado,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,"whole milk, oat milk",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,somewhat strong,light,full caffeine,7,2,5,3,"fruity, more acidic as it cooled down.",4,3,5,notes of dark chocolate,4,3,4,mild fruitieness,3,5,1,dried fruit and ameratto flavor,coffee b,coffee a,coffee b,i primarily work from home,$20-$40,"it tastes good, i need the caffeine, i need the ritual, it makes me go to the bathroom",TRUE,TRUE,TRUE,TRUE,FALSE,NA,yes,no,$8-$10,more than $20,yes,$500-$1000,yes,male,NA,some college or associate's degree,white/caucasian,NA,employed full-time,none,democrat
24dypv,>65 years old,3,NA,NA,NA,NA,NA,NA,coffee brewing machine (e.g. mr. coffee),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular drip coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,somewhat strong,medium,half caff,3,3,2,4,NA,3,2,2,NA,2,2,3,NA,3,3,1,NA,coffee a,coffee d,coffee d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kma2yk,35-44 years old,2,"at the office, at home",TRUE,TRUE,FALSE,FALSE,FALSE,"pour over, espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,medium,light,full caffeine,9,1,5,4,"apple, lemon",3,1,3,leather,4,2,2,cocoa,1,4,4,strawberry,coffee a,coffee a,coffee a,i primarily work in person,$20-$40,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,$10-$15,$15-$20,no,"more than $1,000",yes,male,NA,master's degree,white/caucasian,NA,employed full-time,1,no affiliation
dykjon,25-34 years old,3,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"pour over, espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,espresso,NA,"no - just black, milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bright,medium,light,full caffeine,6,1,5,5,"balanced, clean, sweet",5,2,1,"wood, dark chocolate",4,3,2,"tea, raspberry",3,4,4,"berry, chocolate",coffee a,coffee a,coffee a,i primarily work from home,$60-$80,"it tastes good, i need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,yes,$8-$10,more than $20,no,$500-$1000,yes,male,NA,doctorate or professional degree,white/caucasian,NA,student,none,independent
ld6l9j,35-44 years old,2,"at the office, at a cafe, on the go, at home",TRUE,TRUE,TRUE,TRUE,FALSE,"pour over, espresso, coffee extract (e.g. cometeer), cold brew",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"national chain (e.g. starbucks, dunkin), specialty coffee shop",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,espresso,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,medium,full caffeine,7,3,3,4,"fruit, apricot",2,3,3,chocolate,1,3,4,NA,3,3,2,"natural, citrus",coffee c,coffee a,coffee c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
blyxp2,35-44 years old,2,"at home, on the go",TRUE,FALSE,TRUE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,specialty coffee shop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,light,full caffeine,7,2,4,4,"rich. nice body, balanced",4,3,2,"chocolate, toasty, deep, dry, dark fruit",3,3,1,"dusty, sour, too dark",2,4,5,ripe fruits,coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,NA,yes,yes,$6-$8,more than $20,no,$50-$100,yes,male,NA,some college or associate's degree,white/caucasian,NA,employed full-time,none,independent
kmaj18,25-34 years old,3,"at home, at a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,latte,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,"whole milk, half and half",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,somewhat strong,medium,full caffeine,6,3,4,3,NA,3,3,5,NA,2,2,3,NA,3,2,4,NA,coffee b,coffee d,coffee b,i do a mix of both,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24doyj,25-34 years old,2,"at home, at a cafe, at the office",TRUE,TRUE,FALSE,TRUE,FALSE,"espresso, coffee brewing machine (e.g. mr. coffee), pod/capsule machine (e.g. keurig/nespresso), pour over",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,espresso,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,juicy,medium,light,full caffeine,6,1,3,4,"spaghettios, sweet",2,2,3,semisweet chocolate,2,3,4,"slightly 'green', caramel",3,3,4,"aged, vanilla, bourbon",coffee c,coffee a,coffee c,i primarily work from home,$20-$40,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,no,$4-$6,$4-$6,yes,$500-$1000,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
dykydo,25-34 years old,1,"at home, at the office, on the go, at a cafe",TRUE,TRUE,TRUE,TRUE,FALSE,"pour over, coffee extract (e.g. cometeer)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,specialty coffee shop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,light,full caffeine,7,1,4,1,found this to be a bit of a strange coffee - very acidic without much other flavor. kind of reminded me of pickled green mango,2,3,3,NA,1,2,3,"this was a very good, standard cup of coffee. if i wanted a regular coffee that's nothing special but comforting, this would be it.",1,3,5,"really enjoyed this one. a little funky and fun, and i generally love the funky stuff.",coffee c,coffee d,coffee d,i primarily work from home,$40-$60,"it tastes good, i need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,yes,$10-$15,$15-$20,yes,$50-$100,yes,female,NA,bachelor's degree,asian/pacific islander,NA,employed full-time,none,democrat
ld68ay,>65 years old,NA,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"pod/capsule machine (e.g. keurig/nespresso), french press, espresso, cold brew",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular drip coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bold,very strong,dark,full caffeine,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rzvoov,35-44 years old,2,"at a cafe, at home",TRUE,FALSE,FALSE,TRUE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular drip coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,medium,light,full caffeine,7,4,4,4,NA,1,3,2,NA,5,3,4,NA,1,4,3,NA,coffee c,coffee a,coffee c,i do a mix of both,$20-$40,"it tastes good, i need the ritual, other",TRUE,FALSE,TRUE,FALSE,TRUE,having something to talk about with a friend,yes,yes,$6-$8,$4-$6,yes,$300-$500,yes,male,NA,some college or associate's degree,white/caucasian,NA,unemployed,none,democrat
yldogb,25-34 years old,3,"at home, at the office, at a cafe",TRUE,TRUE,FALSE,TRUE,FALSE,"french press, pour over",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caramalized,somewhat strong,medium,full caffeine,7,2,4,2,sharp and fruity,4,3,4,earthy and chocolate,4,2,5,earthy and smoky,1,5,1,"fruity, possible red fruit. almost floral.",coffee c,coffee a,coffee c,i do a mix of both,$80-$100,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,$10-$15,$15-$20,no,$300-$500,yes,male,NA,doctorate or professional degree,white/caucasian,NA,employed full-time,none,democrat
oakx95,35-44 years old,more than 4,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"pour over, espresso, cold brew",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutty,somewhat strong,light,full caffeine,3,3,4,2,NA,2,2,5,NA,3,2,3,NA,1,2,5,NA,coffee b,coffee d,coffee b,i primarily work from home,$40-$60,i need the ritual,FALSE,FALSE,TRUE,FALSE,FALSE,NA,yes,yes,$10-$15,more than $20,no,"more than $1,000",yes,female,NA,some college or associate's degree,white/caucasian,NA,employed full-time,none,no affiliation
ld6lq2,35-44 years old,more than 4,"at home, on the go, at the office, at a cafe",TRUE,TRUE,TRUE,TRUE,FALSE,"pour over, espresso, bean-to-cup machine, cold brew",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"specialty coffee shop, local cafe, national chain (e.g. starbucks, dunkin)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,light,full caffeine,10,3,4,4,"unripe berry, graham cracker, little body",2,1,1,"toasted grain, nuts",4,2,2,"woody, breakfast tea, astringent",2,4,5,"ripe berries, strawberry, pie crust, fruit juice",coffee a,coffee d,coffee d,i primarily work from home,$20-$40,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,$10-$15,$10-$15,yes,"more than $1,000",yes,NA,NA,NA,NA,NA,NA,NA,NA
oakxap,18-24 years old,2,"at home, at the office",TRUE,TRUE,FALSE,FALSE,FALSE,"pour over, pod/capsule machine (e.g. keurig/nespresso)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cortado,NA,"no - just black, milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bold,somewhat strong,medium,NA,NA,1,5,2,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aba8l9,45-54 years old,1,"at home, at a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,latte,NA,"milk, dairy alternative, or coffee creamer, sugar or sweetener, flavor syrup",FALSE,TRUE,TRUE,TRUE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stevia,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,somewhat light,medium,full caffeine,4,4,4,3,light texture. toasted lemon,3,2,5,chocolate malt,3,3,4,"balanced ,taste like coffee, nuts",2,5,3,"soy, vinegar, very different",coffee b,coffee a,coffee b,i primarily work from home,$20-$40,"i need the caffeine, it tastes good",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,no,$6-$8,$8-$10,yes,$20-$50,yes,female,NA,some college or associate's degree,white/caucasian,NA,homemaker,1,no affiliation
qbkxdk,35-44 years old,2,"at the office, at home",TRUE,TRUE,FALSE,FALSE,FALSE,"pour over, french press, espresso, cold brew",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,somewhat strong,light,full caffeine,5,1,5,3,"fruit, cherry",2,1,2,chocolate,3,1,3,standard cup of american hotel coffee,1,2,4,"cherry, pomegranate, black forest cake, dark chocolate",coffee b,coffee d,coffee d,i do a mix of both,<$20,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,no,yes,$8-$10,$8-$10,no,$100-$300,yes,male,NA,doctorate or professional degree,white/caucasian,NA,employed full-time,2,democrat
lnmomv,35-44 years old,2,"at home, at the office",TRUE,TRUE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular drip coffee,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,NA,light,full caffeine,7,2,4,3,"caramel, sweet",4,3,2,smoky,4,2,1,"burnt rubber initially, more pleasant as it cooled, some fruits",3,3,4,"fruity, raspberries",coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,NA,yes,yes,$4-$6,$6-$8,no,$50-$100,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
j2wa7x,35-44 years old,1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bright,medium,medium,full caffeine,6,2,4,3,"caramel, sour",3,3,2,smoky,3,2,2,"couldn’t place a flavor. darker, heavier",2,4,4,fruity,coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"i need the ritual, it tastes good",TRUE,FALSE,TRUE,FALSE,FALSE,NA,yes,yes,$8-$10,$8-$10,yes,less than $20,yes,female,NA,master's degree,white/caucasian,NA,employed full-time,none,democrat
j2m1ko,18-24 years old,NA,"at home, on the go",TRUE,FALSE,TRUE,FALSE,FALSE,"pour over, coffee brewing machine (e.g. mr. coffee), other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,aeropress,other,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,bean-to-cup machine at gas station,pourover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,somewhat strong,medium,full caffeine,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
